,,Real effective exchange rate (index; narrow definition; 27 economies) - Australia - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Austria - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Belgium - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Canada - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Chinese Taipei - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Denmark - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Euro area - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Finland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - France - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Germany - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Greece - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Hong Kong SAR - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Ireland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Italy - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Japan - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Korea - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Mexico - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Netherlands - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - New Zealand - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Norway - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Portugal - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Singapore - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Spain - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Sweden - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - Switzerland - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - United Kingdom - BIS - Monthly,Real effective exchange rate (index; narrow definition; 27 economies) - United States - BIS - Monthly
Date string,,Australia,Austria,Belgium,Canada,Chinese Taipei,Denmark,Euro area,Finland,France,Germany,Greece,Hong Kong SAR,Ireland,Italy,Japan,Korea,Mexico,Netherlands,New Zealand,Norway,Portugal,Singapore,Spain,Sweden,Switzerland,United Kingdom,United States
2021-10-31,2021-10-31,105.95,100.08,100.1,106.13,105.28,98.41,99.43,98.78,98.19,100.31,99.85,97.47,99.35,98.7,88.28,98.69,105.67,100.06,108.42,108.92,97.91,100.68,101.7,102.65,96.96,105.41,99.41
2021-11-30,2021-11-30,105.52,100.1,100.59,105.21,106.26,98.04,98.49,98.54,97.77,99.51,99.62,97.6,98.83,98.47,87.89,99.32,104.64,100.15,108.89,107.21,97.81,101.44,101.32,102.53,97.85,105.19,100.63
2021-12-31,2021-12-31,104.43,100.25,100.18,103.03,106.38,97.3,98.22,98.19,97.44,99.12,99.83,97.59,98.65,98.34,88.07,99.66,104.84,100.47,106.44,105.91,97.24,101.61,102.14,101.15,98.26,105.03,101.45
2022-01-31,2022-01-31,104.95,99.56,101.93,104.51,106.95,98.39,97.92,99,97.04,98.99,98.95,97.22,97.53,99.43,86.92,98.92,106.71,100.26,105.75,106.04,97.14,102.09,101.09,99.29,98.06,106.19,101.19
2022-02-28,2022-02-28,104.89,100.15,101.93,103.91,105.43,98.84,98.54,99.08,97.16,99.17,99.38,97.03,97.88,99.73,86.41,98.69,107.02,100.29,104.71,106.22,96.81,102.75,101.25,97.71,97.42,105.9,101.39
2022-03-31,2022-03-31,108.86,100.07,100.15,105.1,104.22,97.11,98.37,98.4,96.42,98.92,100.17,97.11,97.22,98.47,84.2,97.78,106.7,101.92,107.74,107.96,97.06,103.63,102.29,96.95,97.49,104.47,102.94
2022-04-30,2022-04-30,110.73,99.61,99.67,105.88,104.32,97.55,97.39,97.61,96.11,98.74,101.69,97.82,96.85,97.55,79.58,98.68,109.88,101.33,107.63,109.23,98.75,104.28,101.24,98.71,97.26,106.21,103.83
2022-05-31,2022-05-31,107.64,99.63,99.71,105.09,103.73,97.95,97.34,98.4,95.99,98.94,101.7,98.46,96.6,97.55,78.87,97.72,110.02,99.83,104.21,103.08,99.02,105.09,101.35,97.53,95.44,103.99,106.09
2022-06-30,2022-06-30,107.7,100.58,100.08,105.03,104.57,98.19,97.75,98.72,96.16,98.27,102.77,98.48,97.33,98.17,75.25,97.56,110.14,99.36,104.12,101.92,98.99,106.02,102.71,97.36,96.37,103.17,107.35
2022-07-31,2022-07-31,107.59,100.46,99.62,104.82,105.24,98.38,95.39,97.82,95.25,97.2,99.91,99.9,95.94,97.36,75.24,97.37,108.85,100.27,104.25,103.4,98.32,106.83,101.41,96.7,98.79,103.54,109.58
2022-08-31,2022-08-31,109.53,99.74,99.6,104.52,103.8,97.42,94.87,96.96,94.96,96.67,98.96,99.01,95.34,97.43,76.32,95.8,111.72,101.54,105.35,105.87,97.45,108.54,100.97,98.27,100.21,103.8,108.64
2022-09-30,2022-09-30,108.21,100.48,99.95,101.86,102.65,98.41,96.26,97.26,93.81,98.16,101.47,101.16,94.79,97.08,73.65,92.74,113.61,103.48,102.84,103.53,98.41,109.17,99.7,96.52,99.76,99.89,111.14
2022-10-31,2022-10-31,104.02,100.59,101.38,99.38,101.54,98.64,97.43,97.65,93.82,97.97,99.16,102.25,95.32,99.72,72.13,91.39,114.63,103.61,100.22,101.03,98.72,108.54,98.92,94.36,97.2,101.42,112.19
2022-11-30,2022-11-30,105.61,101.18,101.78,100.53,100.14,97.92,98.4,99.11,94.57,98.8,99.3,99.48,96.72,100.77,73,93.72,117.35,100.73,103.95,101.53,99.19,109.89,99.05,96.32,97.36,102.73,108.38
2022-12-31,2022-12-31,105.55,101.9,102.13,98.25,99.74,97.82,99.36,99.42,94.98,98.91,98.91,97.29,97.8,101.66,75.63,95.99,115.96,101.81,106.36,100.88,99.09,109.99,99.6,97.97,97.84,104.03,105.86
2023-01-31,2023-01-31,107.09,102.47,102.37,98.54,99.21,98.9,99.58,100.26,95.35,100.05,98.24,95.61,97.27,101.65,77.27,98.6,119.05,100.29,105.19,99.1,98.21,110.26,99.32,95.32,97.76,102.13,104.26
2023-02-28,2023-02-28,107.27,102.74,100.86,98.49,99.7,99.06,99.81,100.44,95.78,100.23,98.05,95.45,98.1,101.11,75.3,96.55,121.83,100.76,104.27,96.64,97.73,110.85,99.64,96.12,98.37,102.24,104.49
2023-03-31,2023-03-31,103.88,102.79,100.97,96.89,98.99,98.38,100.56,100.81,96.25,100.73,99.01,95.47,98.74,100.18,75.22,94.45,123.24,100.52,103.73,94.15,98.99,110.66,99.48,95.76,97.89,102.91,104.69
2023-04-30,2023-04-30,102.8,103.36,100.15,98.03,98.57,98.5,102,101.16,96.81,101.28,99.55,94.29,99.56,100.6,74.81,92.1,124.47,101.68,102.66,93.46,99.2,110.15,99.89,95.1,98.54,104.4,103.18
2023-05-31,2023-05-31,102.95,103.32,100.25,98.12,98.67,96.98,101.26,101.32,96.46,100.78,99.69,94.66,99.29,100.66,72.95,92.73,126.6,101.6,103.76,91.91,98.38,110.49,99.62,95.13,99.46,106.12,103.55
2023-06-30,2023-06-30,104.4,103.59,99.84,99.5,98.7,97.13,101.01,101.39,96.35,100.76,99.96,95.09,99.64,100.33,70.48,95.29,129.97,100.95,102.81,92.49,98.29,110.49,99.91,93.24,99.06,107.48,103.09
2023-07-31,2023-07-31,104.07,103.64,100.71,100.03,96.67,98.99,101.64,101.82,96.47,101.17,98.76,94.23,100.3,100.42,70.26,95.56,132.43,102.12,104.15,96.02,97.85,110.35,100.1,93.62,100.46,107.46,101.65
2023-08-31,2023-08-31,101.65,103.51,100.97,98.46,96.36,98.08,101.73,100.88,96.99,101,98.35,94.81,100.23,100.21,69.03,94.39,132.9,102.12,102.39,94.67,97.67,111.05,100.14,91.97,100.89,107.14,103.17
2023-09-30,2023-09-30,101.97,103.58,99.93,98.22,97.23,97.26,100.99,101.26,96.06,100.83,99.88,96.06,99.55,99.98,68.32,95.05,131.33,101.26,102.56,93.74,98.57,111.5,100.04,91.77,99.91,106.58,104.77
2023-10-31,2023-10-31,101.54,103.74,100.01,97.52,97.45,97.14,100.66,101.12,96,100.53,100.3,97.63,99.6,99.56,68.5,94.76,126.54,101.49,102.81,92.81,98.21,111.83,100.21,93.42,100.29,105.45,106.43
2023-11-30,2023-11-30,102.96,104.68,100.95,97.06,97.6,97.37,101.3,101.29,96.51,100.84,100.42,96.71,99.82,99.73,67.48,96.69,132.05,101.07,103.16,92.39,98.38,112.29,100.42,95.26,100.08,105.9,104.28
2023-12-31,2023-12-31,104.72,104.8,101.06,98.44,97.93,96.12,100.69,100.84,96.33,100.48,100.09,95.15,100.13,99.6,69.42,95.34,133.66,100.73,105.2,93.99,97.76,112.52,100.18,98.67,101.95,107.04,102.27
2024-01-31,2024-01-31,104.6,104.52,101.5,98.12,98.54,97.25,100.21,101.05,96.01,100.53,99.17,95.37,98.67,99.82,68.49,94.3,135.62,101.18,105.07,95.68,97.67,112,100.15,97.77,103.12,107.08,102.82
2024-02-29,2024-02-29,103.57,104.5,101.56,97.6,98.94,97.14,100.04,101,96.31,100.32,98.73,96,98.82,99.26,66.96,94.92,135.38,101.2,105.21,94.94,97.18,112.78,99.94,97.68,101.96,107.49,103.9
2024-03-31,2024-03-31,103.79,104.85,101.93,97.12,96.95,96.84,101.14,100.79,96.33,100.7,100.07,95.6,99.1,99.08,66.65,94.47,137.25,101.53,103.83,93.8,98.72,112.67,100.42,96.91,99.51,107.66,103.67
2024-04-30,2024-04-30,104.55,104.55,101.01,96.78,96.61,96.73,101.46,100.72,96.48,100.93,100.33,96.02,98.73,98.76,65.72,92.81,137.76,101.9,102.72,93.32,98.76,112.17,100.77,94.47,98.24,107.32,104.95
2024-05-31,2024-05-31,106.13,104.56,101.39,97.03,96.68,96.67,102.04,100.64,96.5,101.1,100.01,95.47,99.46,99.06,64.69,92.91,137.11,102.13,103.8,93.82,98.81,113.18,101.01,94.31,97.82,107.82,104.78
2024-06-30,2024-06-30,106.88,104.48,101.34,97.21,97.42,96.06,101.73,100.11,96.31,100.9,100.31,96.02,99.54,98.9,64.19,92.04,126.87,102.01,105.45,94.99,98.55,113.29,101.22,96.76,99.79,108.89,106.8
2024-07-31,2024-07-31,107.11,104.35,101.93,97.32,96.45,97.55,102.22,100.47,96.43,101.27,99.41,96.72,99.77,99.29,64.23,91.81,128.77,103.52,103.48,93.46,97.92,113.08,100.61,94.93,99.19,109.33,106.16
2024-08-31,2024-08-31,104.52,104,101.8,97.09,95.25,97.1,102.28,99.97,96.89,101.01,99.5,94.2,100.22,99.38,68.93,92.05,120.82,103.8,102.74,91.92,97.51,114,100.57,94.99,101.54,108.57,105.58
2024-09-30,2024-09-30,105.35,104.05,101.52,97.34,95.17,96.65,102.02,100.29,95.76,101.23,101.42,93.14,99.52,99.44,69.74,92.73,117.55,103.41,104.07,92.04,99.13,114.93,100.13,95.99,101.69,110.06,105.38
2024-10-31,2024-10-31,105.87,103.9,101.5,96.57,96.66,96.8,101.53,100.38,95.52,101.12,101.07,95.04,98.9,98.89,67.68,91.96,118.22,103.36,103.25,92.18,98.7,114.48,100.32,95.32,101.25,110.82,106.87
2024-11-30,2024-11-30,105.23,104.15,101.53,95.79,97.76,96.54,100.32,99.99,95.17,100.52,100.67,96.74,97.72,98.57,67.35,91.08,115.8,102.48,102.66,92.94,98.46,114.31,100.5,94.04,101.14,110.76,109.4
2024-12-31,2024-12-31,103.06,104.23,101.38,93.76,97.72,95.79,99.82,99.42,94.83,100.49,100.45,97.65,97.82,98.11,68.14,88.98,117.08,102.01,101.13,92.32,98.14,114.18,100.51,94.23,100.58,111.29,110.37
2025-01-31,2025-01-31,102.56,105.2,102.69,92.79,98.06,96.39,99.24,99.45,94.77,99.98,99.56,99.13,96.71,98.48,67.79,89.51,115.56,101.52,100.45,92.52,97.56,113.1,100.56,94.46,99.68,109.59,112.43
2025-02-28,2025-02-28,102.89,105.3,102.3,93.73,96.53,96.57,98.89,98.96,94.3,99.85,99.01,97.6,97.06,98.17,69.03,89.12,115.53,102.13,100.32,93.69,97.03,114.13,100.54,96.37,99.74,110.6,111.5
2025-03-31,2025-03-31,101.12,105.9,102.65,92.78,94.5,96.11,101.54,99.19,94.94,100.99,100.76,96.06,98.95,99.08,69.48,86.82,116.26,103.12,99.68,94.2,98.52,113.24,100.82,98.46,99,110.84,109.55
2025-04-30,2025-04-30,98.62,106.13,101.99,94.09,93.38,96.34,103.69,99.47,95.78,101.9,100.87,93.87,100.52,99.45,70.82,85.79,116.15,104.72,99.61,92.74,99.08,111.43,101.54,98.78,101.49,110.45,106.8
2025-05-31,2025-05-31,100,105.75,101.67,94.79,99.69,96.06,102.72,98.96,95.41,101.66,100.84,91.83,100.12,99.13,69.47,87.81,119.6,103.79,100.12,94.53,99.25,113,101.4,99.26,101.45,111.71,105.16
2025-06-30,2025-06-30,100.09,106.49,102.24,95.41,100.78,96.43,103.96,98.97,95.95,101.9,101.63,90.34,101.25,99.46,68.45,88.39,121.52,103.99,100.61,95.15,99.19,112.48,102.16,98.67,101.66,111.59,103.63
2025-07-31,2025-07-31,100.92,106.8,102.86,95.3,102.15,98.4,105.17,99.42,96.29,102.5,101.22,90.67,101.9,100.02,67.1,87.52,123.75,105.63,100.07,94.29,98.81,111.74,102.13,97.52,102.75,110.19,102.96
2025-08-31,2025-08-31,101.01,106.97,102.67,94.35,100.08,97.67,105.28,99.12,96.62,102.48,101.21,91.15,102.08,99.98,67.11,86.95,123.68,105.76,99.05,93.57,98.49,112.44,102.05,97.45,101.82,110.23,103.74
2025-09-30,2025-09-30,102.51,106.78,102.58,93.85,98.77,97.41,105.72,99.4,95.8,103.06,102.21,91.28,102.28,100.03,66.63,86.92,125.05,105.9,98.32,95.37,99.65,112.55,101.93,98.89,102.14,109.85,103.36
2025-10-31,2025-10-31,102.7,106.92,102.7,93.18,99.36,97.51,105.65,98.97,95.6,103.17,102.16,92.39,102.35,99.41,65.91,85.87,126.48,106,97.1,95.35,99.33,112.32,102.46,99.21,102.27,109.62,103.85
2025-11-30,2025-11-30,103.35,107.52,103.6,93.18,98.63,97.56,105.76,99.04,95.64,103.16,102.57,93.09,102.36,99.36,65.15,84.37,127.95,105.34,96.38,95.29,99.19,113.28,102.95,99,102.31,108.59,104.51
2025-12-31,2025-12-31,104.95,107.98,103.75,94.37,97.6,97.09,106.46,99.3,95.81,103.34,102.89,92.57,103.16,99.66,64.26,83.93,130.33,105.48,97.7,94.64,99.18,114.17,103.35,100.12,102.07,110.01,103.18
2026-01-31,2026-01-31,107.04,108.82,105,94.11,97.3,97.42,105.62,99.05,95.64,102.99,101.83,92.62,102.05,99.95,63.91,84.72,133.55,104.86,98.19,95.83,98.48,113.84,103.24,101.87,102.64,110.63,102.74
